pumin1_4d,pumin1_4d_BoxCox
0.1700909,-0.07311666629306851
0.201514,0.09400424917239629
0.3209332,0.5851130169724548
0.01547363,-1.8896256139626086
0.0845975,-0.7012726726468007
0.08933259,-0.6555859048747901
0.5980952,1.3231664186364829
0.0751754,-0.7985228455850736
0.0793222,-0.7546047073591527
0.03166403,-1.440625461532413
0.1536928,-0.1702043829487558
0.04966439,-1.121162484348668
0.3496356,0.6809453206246436
0.3253707,0.6003584789347272
0.1823994,-0.004973739483138131
0.203493,0.10382394300973558
0.0601579,-0.9755151677462887
0.3388479,0.645679439838086
0.1742488,-0.04967589070724792
0.05463199,-1.0494718080924124
0.395822,0.8228989330665641
0.6260772,1.3813407592020621
0.179737,-0.019399805407271528
0.4456874,0.9622135152449806
0.03821439,-1.3108929982961266
0.05048142,-1.10899497016083
0.04210991,-1.241852755113161
0.0283407,-1.5147237481007976
0.1334552,-0.3019673728596443
0.04573199,-1.1820298714127548
0.08522924,-0.6950628082380791
0.3530015,0.6917734426579727
0.2679765,0.3889977475385305
0.01508714,-1.9042658067904372
0.3294341,0.6141759035342909
0.2357635,0.25423327956145847
0.2305867,0.23124285989101187
0.0790618,-0.757308741518794
0.07905414,-0.7573883901509367
0.9460805,1.9331365513573227
0.07760359,-0.7725818242149738
0.3097605,0.545980348901063
0.08411561,-0.7060341142753085
0.06848977,-0.8735212687781253
0.01161707,-2.0510020099255475
0.2609214,0.36061849805177204
0.7648239,1.6428099606291837
0.1299172,-0.3265953288481343
0.2136532,0.1530873064417491
0.1546051,-0.16459403654862728
0.4565377,0.9908881418869175
0.03458029,-1.3804868384279059
0.5071413,1.117943790694196
0.2927647,0.4842668753103396
0.07124596,-0.8419340520874329
0.08653774,-0.6823148276140395
0.2805681,0.43821925340068324
0.7527458,1.6216061837826274
0.5703905,1.2634197177927138
0.07647938,-0.7845114928555837
0.1356832,-0.2867206533225604
0.357455,0.7059762597302854
0.0474013,-1.1557074995594598
0.4673576,1.0189535077980871
0.2784241,0.42996264489837244
0.009715631,-2.1467375662749295
0.4355419,0.934900373809932
